"cell","samples","orig.ident","lineage","ExclusionScore"
"Cy71_CD45_H03_S567_comb","Mel71","Cy71","CAF",-0.176687592525738
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E12_S444_comb","Mel79","cy79","T_cell",-0.222321318041582
"cy94_cd45neg_cd90pos_F07_S355_comb","Mel94","cy94","T_cell",-0.295503792269261
"CY88CD45POS_7_E05_S245_comb","Mel88","CY88CD45POS","T_cell",-0.119583414319042
"cy72_CD45_pos_E05_S917_comb","Mel72","cy72","T_cell",-0.272592574033384
"CY58_1_CD45_A02_S962_comb","Mel58","CY58","B_cell",-0.206959422587202
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B10_S214_comb","Mel79","cy79","T_cell",-0.1740812271136
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D08_S428_comb","Mel79","cy79","T_cell",-0.182322340238207
"CY89A_CD45_POS_10_E12_S252_comb","Mel89","CY89A","T_cell",-0.288332937923121
"Cy71_CD45_F12_S552_comb","Mel71","Cy71","T_cell",-0.165385103333905
"CY84_PRIM_POS_ALL_6_A08_S392_comb","Mel84","CY84","T_cell",-0.282682427192201
"Cy74_CD45_A11_S395_comb","Mel74","Cy74","Endothelial",-0.274931707029294
"cy80_Cd45_pos_PD1_pos_B05_S41_comb","Mel80","cy80","T_cell",-0.298376113161326
"cy94_cd45pos_4_H08_S92_comb","Mel94","cy94","T_cell",-0.17176551549659
"cy94_cd45pos_C10_S130_comb","Mel94","cy94","Endothelial",-0.227934363168518
"Cy81_FNA_CD45_D06_S234_comb","Mel81","Cy81","T_cell",-0.172180792101302
"cy79_p5_CD45_pos_PD1_pos_D08_S620_comb","Mel79","cy79","T_cell",-0.265692087104397
"cy84_Primary_CD45_pos_G12_S468_comb","Mel84","cy84","T_cell",-0.297384518285042
"cy72_CD45_pos_D01_S901_comb","Mel72","cy72","T_cell",-0.29289163305594
"CY88CD45_150813_B01_S301_comb","Mel88","CY88CD45","CAF",-0.141213475108359
"cy79_p3_CD45_pos_PD1_neg_E08_S152_comb","Mel79","cy79","CAF",-0.213037844458649
"cy79_p4_CD45_pos_PD1_pos_D07_S331_comb","Mel79","cy79","T_cell",-0.314397985009842
"CY89A_Core_15_D10_S46_comb","Mel89","CY89A","NK",-0.222244830932395
"cy79_p5_CD45_pos_PD1_pos_E07_S631_comb","Mel79","cy79","T_cell",0.0796027151327421
"cy80_Cd45_pos_PD1_pos_S117_E09_S117_comb","Mel80","cy80","T_cell",-0.212385991479334
"cy58_1_CD45_pos_A12_S588_comb","Mel58","cy58","T_cell",-0.222483880696597
"Cy71_CD45_D10_S526_comb","Mel71","Cy71","T_cell",-0.257120607822076
"cy53_1_CD45_pos_1_C11_S35_comb","Mel53","cy53","T_cell",-0.229773870293672
"cy79_p4_CD45_pos_PD1_pos_E02_S338_comb","Mel79","cy79","T_cell",-0.220431500457975
"cy60_1_cd_45_pos_3_F06_S354_comb","Mel60","cy60","Endothelial",-0.277134187856513
"cy94_cd45pos_B08_S116_comb","Mel94","cy94","T_cell",-0.225940128775748
"cy79_p5_CD45_pos_PD1_pos_D11_S623_comb","Mel79","cy79","T_cell",-0.181187271288774
"cy79_p4_CD45_pos_PD1_pos_D05_S329_comb","Mel79","cy79","T_cell",-0.181028251433653
"cy94_cd45pos_4_H03_S87_comb","Mel94","cy94","Endothelial",-0.201294929285812
"cy84_Met_CD45_pos_F04_S928_comb","Mel84","cy84","T_cell",-0.164657494513632
"cy79_p5_CD45_pos_PD1_pos_G06_S654_comb","Mel79","cy79","T_cell",-0.230137225245313
"CY94CD45POS_1_D04_S136_comb","Mel94","CY94CD45POS","T_cell",-0.234172197906273
"Cy72_CD45_A09_S681_comb","Mel72","Cy72","T_cell",-0.127180093659659
"cy80_Cd45_pos_PD1_pos_C04_S64_comb","Mel80","cy80","T_cell",-0.303761342607599
"cy80_CD45_pos_PD1_pos_D05_S137_comb","Mel80","cy80","T_cell",-0.27546300519755
"cy60_1_cd_45_pos_3_H02_S374_comb","Mel60","cy60","B_cell",-0.224025628810648
"cy80_Cd45_pos_PD1_pos_C01_S61_comb","Mel80","cy80","T_cell",-0.224001545805695
"cy53_1_CD45_pos_1_F03_S63_comb","Mel53","cy53","NK",-0.252815258156355
"cy80_CD45_neg_C01_S409_comb","Mel80","cy80","T_cell",-0.282180464601108
"cy74_CD45_pos_E10_S730_comb","Mel74","cy74","T_cell",-0.22971532358932
"cy79_p5_CD45_pos_PD1_pos_G11_S659_comb","Mel79","cy79","T_cell",-0.264627177064468
"CY89A_Core_15_H08_S92_comb","Mel89","CY89A","CAF",-0.197937969275056
"cy80_Cd45_pos_PD1_pos_B02_S38_comb","Mel80","cy80","T_cell",-0.297492941210952
"cy53_1_CD45_pos_1_F09_S69_comb","Mel53","cy53","T_cell",-0.264699145069341
"cy80_CD45_pos_PD1_pos_E12_S156_comb","Mel80","cy80","NK",-0.301492137674118
"cy79_p5_CD45_pos_PD1_pos_H11_S671_comb","Mel79","cy79","T_cell",-0.208982758207283
"cy80_Cd45_pos_PD1_pos_C05_S65_comb","Mel80","cy80","T_cell",-0.235373328401933
"Cy74_CD45_H09_S477_comb","Mel74","Cy74","T_cell",-0.19839632715436
"cy60_1_cd_45_pos_3_C11_S323_comb","Mel60","cy60","T_cell",-0.242676668011999
"cy60_1_cd_45_pos_3_F02_S350_comb","Mel60","cy60","T_cell",-0.176455971432215
"CY58_1_CD45_C10_S994_comb","Mel58","CY58","NK",-0.273707793353897
"CY58_1_CD45_G04_S1036_comb","Mel58","CY58","T_cell",-0.179693948790111
"cy72_CD45_pos_C09_S897_comb","Mel72","cy72","T_cell",-0.229776285547407
"cy58_1_CD45_pos_A08_S584_comb","Mel58","cy58","T_cell",-0.309308556174648
"cy80_CD45_neg_F07_S451_comb","Mel80","cy80","T_cell",-0.28560265953508
"CY88CD45POS_2_G04_S460_comb","Mel88","CY88CD45POS","T_cell",-0.0974559849805645
"cy58_1_CD45_pos_B01_S589_comb","Mel58","cy58","T_cell",-0.1725924809997
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F02_S446_comb","Mel79","cy79","T_cell",-0.270711715120565
"cy94_cd45pos_4_E05_S53_comb","Mel94","cy94","T_cell",-0.316811570926616
"cy74_CD45_pos_G01_S745_comb","Mel74","cy74","NK",-0.248768368456973
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G07_S463_comb","Mel79","cy79","T_cell",-0.249221242148316
"cy58_1_CD45_pos_E06_S630_comb","Mel58","cy58","NK",-0.273922057003236
"cy80_CD45_pos_PD1_pos_C10_S130_comb","Mel80","cy80","Endothelial",-0.188941773521385
"CY88CD45POS_2_B05_S401_comb","Mel88","CY88CD45POS","T_cell",0.0161826568812174
"CY89COREQ1_D12_S336_comb","Mel89","CY89COREQ1","T_cell",-0.185312976497832
"Cy71_CD45_E01_S529_comb","Mel71","Cy71","T_cell",-0.107547711014136
"cy60_1_cd_45_pos_4_G08_S80_comb","Mel60","cy60","T_cell",-0.290219372124176
"cy84_Primary_CD45_pos_C10_S418_comb","Mel84","cy84","T_cell",-0.187506811769148
"cy94_cd45pos_4_A05_S5_comb","Mel94","cy94","T_cell",-0.213708258046721
"cy94_cd45pos_A08_S104_comb","Mel94","cy94","T_cell",-0.223580281583901
"cy88_cd_45_pos_3_F04_S640_comb","Mel88","cy88","NK",-0.222587200046704
"CY89A_Core_15_D09_S45_comb","Mel89","CY89A","T_cell",-0.17370053495105
"CY89COREQ1_D02_S326_comb","Mel89","CY89COREQ1","T_cell",-0.178172428091766
"Cy71_CD45_C06_S510_comb","Mel71","Cy71","NK",-0.256453007255817
"CY75_1FNA_H11_S575_comb","Mel75","CY75","T_cell",-0.161953857866801
"CY89FNA_B08_S212_comb","Mel89","CY89FNA","T_cell",-0.288379688046618
"cy72_CD45_pos_A10_S874_comb","Mel72","cy72","T_cell",-0.202066812735253
"Cy81_FNA_CD45_D04_S232_comb","Mel81","Cy81","T_cell",-0.255991628086078
"cy80_CD45_pos_PD1_pos_C02_S122_comb","Mel80","cy80","T_cell",-0.332354817830513
"cy53_1_CD45_pos_2_C06_S990_comb","Mel53","cy53","T_cell",-0.204005549888476
"CY89A_Core_15_D08_S44_comb","Mel89","CY89A","T_cell",-0.204502886181565
"cy80_CD45_neg_D11_S431_comb","Mel80","cy80","T_cell",-0.24146825058779
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B09_S405_comb","Mel79","cy79","T_cell",-0.270982791816835
"Cy81_FNA_CD45_G12_S276_comb","Mel81","Cy81","Endothelial",-0.241152764199455
"cy94_cd45pos_A02_S98_comb","Mel94","cy94","T_cell",-0.251822757659557
"CY94CD45POS_1_C10_S130_comb","Mel94","CY94CD45POS","T_cell",-0.167627030963582
"cy80_Cd45_pos_PD1_pos_S181_H01_S181_comb","Mel80","cy80","NK",-0.321626652267495
"cy84_Met_CD45_pos_C07_S895_comb","Mel84","cy84","T_cell",-0.116907949878937
"cy94_cd45pos_B03_S111_comb","Mel94","cy94","T_cell",-0.252298244672701
"CY75_1FNA_F07_S547_comb_5","Mel75","CY75","Myeloid",-0.115934587095272
"cy79_p4_CD45_pos_PD1_pos_C03_S315_comb","Mel79","cy79","T_cell",-0.225132421693958
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D01_S421_comb","Mel79","cy79","T_cell",-0.233803092458361
"CY89A_CD45_POS_10_H01_S277_comb","Mel89","CY89A","T_cell",-0.246250970957162
"cy79_p5_CD45_pos_PD1_pos_C12_S612_comb","Mel79","cy79","B_cell",-0.283960544501702
"cy74_CD45_pos_C08_S704_comb","Mel74","cy74","T_cell",-0.229176266733585
"Cy74_CD45_H11_S479_comb","Mel74","Cy74","T_cell",-0.275515406777983
"cy94_cd45pos_4_E06_S54_comb","Mel94","cy94","T_cell",-0.242617267265906
"CY88CD45POS_2_F03_S447_comb","Mel88","CY88CD45POS","T_cell",-0.113289243580714
"Cy74_CD45_D02_S422_comb","Mel74","Cy74","NK",-0.167733893091281
"cy84_Primary_CD45_pos_B12_S408_comb","Mel84","cy84","T_cell",-0.271589394208253
"Cy81_FNA_CD45_A04_S196_comb","Mel81","Cy81","NK",-0.243412142830097
"cy79_p4_CD45_pos_PD1_pos_H05_S377_comb","Mel79","cy79","T_cell",-0.00100025418603539
"cy80_Cd45_pos_PD1_pos_S113_E05_S113_comb","Mel80","cy80","Endothelial",-0.238841503926588
"cy79_p5_CD45_pos_PD1_pos_H12_S672_comb","Mel79","cy79","T_cell",-0.263725443317048
"cy74_CD45_pos_F08_S740_comb","Mel74","cy74","T_cell",-0.145763356069617
"cy94_cd45neg_cd90pos_B02_S302_comb","Mel94","cy94","Myeloid",-0.113289882257956
"cy94_cd45pos_D09_S141_comb","Mel94","cy94","T_cell",-0.260843880012903
"cy53_1_CD45_pos_2_H02_S1046_comb","Mel53","cy53","T_cell",-0.196303331520465
"cy94_cd45pos_4_H10_S94_comb","Mel94","cy94","T_cell",-0.253651525642596
"CY75_1FNA_A05_S485_comb_6","Mel75","CY75","T_cell",-0.242078048326519
"Cy81_FNA_CD45_B05_S209_comb","Mel81","Cy81","T_cell",-0.191550047531645
"cy74_CD45_pos_C06_S702_comb","Mel74","cy74","Endothelial",-0.142409038966862
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C03_S219_comb","Mel79","cy79","T_cell",-0.30266966392343
"CY88CD45POS_2_C09_S417_comb","Mel88","CY88CD45POS","T_cell",-0.074276767543341
"cy72_CD45_pos_B12_S888_comb","Mel72","cy72","T_cell",-0.209865522085887
"cy79_p4_CD45_pos_PD1_pos_B12_S312_comb","Mel79","cy79","T_cell",-0.25280504079934
"cy74_CD45_pos_B07_S691_comb","Mel74","cy74","T_cell",-0.181806297258636
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C09_S225_comb","Mel79","cy79","T_cell",-0.203312689225945
"cy58_1_CD45_pos_F05_S641_comb","Mel58","cy58","T_cell",-0.257388606708222
"cy80_Cd45_pos_PD1_pos_B04_S40_comb","Mel80","cy80","T_cell",-0.241653714762873
"Cy72_CD45_G02_S746_comb","Mel72","Cy72","T_cell",-0.259139611056673
"CY88CD45POS_7_C09_S225_comb","Mel88","CY88CD45POS","T_cell",-0.224659268269342
"cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E10_S538_comb","Mel79","cy79","T_cell",-0.18569059471797
"CY88CD45POS_7_D07_S235_comb","Mel88","CY88CD45POS","CAF",-0.171964000722886
"cy60_1_cd_45_pos_4_H09_S93_comb","Mel60","cy60","T_cell",-0.116122975864021
"cy79_p4_CD45_pos_PD1_pos_A11_S299_comb","Mel79","cy79","T_cell",-0.148130668692666
"cy94_cd45neg_cd90pos_G08_S368_comb","Mel94","cy94","CAF",-0.234911958799297
"CY58_1_CD45_H01_S1045_comb","Mel58","CY58","NK",-0.157376276376825
"cy79_p5_CD45_pos_PD1_pos_G09_S657_comb","Mel79","cy79","T_cell",-0.260996468973676
"CY75_1FNA_E03_S531_comb","Mel75","CY75","T_cell",-0.251346888083108
"cy72_CD45_pos_H03_S951_comb","Mel72","cy72","T_cell",-0.30109332768511
"CY75_1FNA_F10_S550_comb","Mel75","CY75","NK",-0.179375266139408
"CY89FNA_F07_S259_comb","Mel89","CY89FNA","NK",-0.24407292301252
"cy79_p5_CD45_pos_PD1_pos_C06_S606_comb","Mel79","cy79","T_cell",-0.285404937167169
"CY88CD45POS_2_G09_S465_comb","Mel88","CY88CD45POS","T_cell",-0.102355797483643
"cy80_Cd45_pos_PD1_pos_S139_F07_S139_comb","Mel80","cy80","T_cell",-0.276285804143261
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G05_S269_comb","Mel79","cy79","T_cell",-0.228065406240263
"cy80_Cd45_pos_PD1_pos_D08_S92_comb","Mel80","cy80","T_cell",-0.264834803052877
"cy80_CD45_neg_D09_S429_comb","Mel80","cy80","T_cell",-0.186855552206515
"cy80_Cd45_pos_PD1_pos_D07_S91_comb","Mel80","cy80","T_cell",-0.325932531158672
"cy79_p4_CD45_pos_PD1_pos_B08_S308_comb","Mel79","cy79","T_cell",-0.0739397395963655
"CY89A_CD45_POS_10_G11_S275_comb","Mel89","CY89A","T_cell",-0.183257032550323
"cy53_1_CD45_pos_2_E05_S1013_comb","Mel53","cy53","Endothelial",-0.126164003052615
"cy82_CD45_pos_2_A10_S490_comb","Mel82","cy82","T_cell",-0.309048016276429
"cy94_cd45pos_4_A10_S10_comb","Mel94","cy94","CAF",-0.167302560432305
"cy94_cd45pos_4_D10_S46_comb","Mel94","cy94","T_cell",-0.226624139533761
"cy94_cd45pos_4_D09_S45_comb","Mel94","cy94","Myeloid",-0.227478277929793
"cy72_CD45_pos_G12_S948_comb","Mel72","cy72","T_cell",-0.205755956302697
"cy80_Cd45_pos_PD1_pos_S111_E03_S111_comb","Mel80","cy80","T_cell",-0.263845876604663
"cy60_1_cd_45_pos_3_D11_S335_comb","Mel60","cy60","Endothelial",-0.273995877790132
"cy60_1_cd_45_pos_3_C08_S320_comb","Mel60","cy60","T_cell",-0.275905599318926
"CY58_1_CD45_B12_S984_comb","Mel58","CY58","B_cell",-0.259943190590534
"CY75_1FNA_F04_S544_comb","Mel75","CY75","T_cell",-0.290948903424637
"CY89A_CD45_POS_10_G09_S273_comb","Mel89","CY89A","NK",-0.149663662531778
"cy80_CD45_pos_PD1_pos_G12_S180_comb","Mel80","cy80","NK",-0.303776319874377
"cy84_Met_CD45_pos_G07_S943_comb","Mel84","cy84","T_cell",-0.195629978664485
"CY89A_Core_15_B11_S23_comb","Mel89","CY89A","Endothelial",-0.266187752767217
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B05_S209_comb","Mel79","cy79","T_cell",-0.169263866624269
"CY75_1FNA_F06_S546_comb","Mel75","CY75","CAF",-0.149474186922769
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B05_S401_comb","Mel79","cy79","T_cell",-0.0489765828928106
"cy72_CD45_pos_D06_S906_comb","Mel72","cy72","CAF",-0.224564769943797
"cy53_1_CD45_pos_2_B02_S974_comb","Mel53","cy53","T_cell",-0.281116504135964
"cy79_p5_CD45_pos_PD1_pos_E05_S629_comb","Mel79","cy79","T_cell",-0.0192167777795039
"cy94_cd45pos_F10_S166_comb","Mel94","cy94","T_cell",-0.301035947806772
"Cy74_CD45_C01_S409_comb","Mel74","Cy74","T_cell",-0.227161807167693
"CY58_1_CD45_B03_S975_comb","Mel58","CY58","T_cell",-0.207165912060758
"cy84_Primary_CD45_pos_G10_S466_comb","Mel84","cy84","T_cell",-0.302954643868409
"CY84_PRIM_POS_ALL_6_C04_S412_comb","Mel84","CY84","T_cell",-0.235288904201117
"cy79_p3_CD45_pos_PD1_neg_A07_S103_comb","Mel79","cy79","Endothelial",-0.200547811629213
"cy53_1_CD45_pos_1_A04_S4_comb","Mel53","cy53","T_cell",-0.258582768245959
"cy74_CD45_pos_C10_S706_comb","Mel74","cy74","T_cell",-0.182301872967625
"cy79_p4_CD45_pos_PD1_pos_B01_S301_comb","Mel79","cy79","T_cell",-0.199029079507704
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F11_S455_comb","Mel79","cy79","T_cell",-0.249022261940062
"cy94_cd45pos_4_B11_S23_comb","Mel94","cy94","T_cell",-0.211863599263611
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C06_S222_comb","Mel79","cy79","T_cell",-0.240464096251798
"cy79_p5_CD45_pos_PD1_pos_F07_S643_comb","Mel79","cy79","T_cell",-0.198306878882643
"cy79_p5_CD45_pos_PD1_pos_F01_S637_comb","Mel79","cy79","T_cell",-0.186621034773446
"cy53_1_CD45_pos_1_F12_S72_comb","Mel53","cy53","T_cell",-0.28467096796708
"cy72_CD45_pos_B08_S884_comb","Mel72","cy72","T_cell",-0.256343267339687
"cy88_cd_45_pos_C02_S410_comb","Mel88","cy88","T_cell",-0.134460742801099
"cy53_1_CD45_pos_1_C02_S26_comb","Mel53","cy53","T_cell",-0.240889963079711
"CY75_1FNA_F12_S552_comb","Mel75","CY75","T_cell",-0.251985096044363
"cy53_1_CD45_pos_1_H10_S94_comb","Mel53","cy53","T_cell",-0.223803868878466
"cy74_CD45_pos_F10_S742_comb","Mel74","cy74","NK",-0.218770515850181
"Cy74_CD45_D06_S426_comb","Mel74","Cy74","Endothelial",-0.202057507365395
"CY94CD45POS_1_B04_S112_comb","Mel94","CY94CD45POS","T_cell",-0.207156333731059
"cy79_p3_CD45_pos_PD1_neg_E06_S150_comb","Mel79","cy79","T_cell",-0.211539195849616
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E09_S441_comb","Mel79","cy79","T_cell",-0.201273403507519
"Cy72_CD45_C05_S701_comb","Mel72","Cy72","T_cell",-0.162267883457343
"cy80_CD45_pos_PD1_pos_D04_S136_comb","Mel80","cy80","T_cell",-0.210804792548432
"CY89A_CD45_POS_6_E04_S148_comb","Mel89","CY89A","T_cell",-0.180082866280494
"cy74_CD45_pos_G05_S749_comb","Mel74","cy74","T_cell",-0.118136643039183
"cy58_1_CD45_pos_A06_S582_comb","Mel58","cy58","NK",-0.300181415649336
"cy79_p5_CD45_pos_PD1_pos_B06_S594_comb","Mel79","cy79","T_cell",-0.235042968685755
"cy79_p4_CD45_pos_PD1_pos_E10_S346_comb","Mel79","cy79","T_cell",-0.198406478753427
"CY75_1FNA_A12_S492_comb","Mel75","CY75","T_cell",-0.241718469031272
"cy84_Primary_CD45_pos_H03_S471_comb","Mel84","cy84","T_cell",-0.143618770262955
"Cy74_CD45_C04_S412_comb","Mel74","Cy74","T_cell",-0.258817751030291
"cy94_cd45pos_H06_S186_comb","Mel94","cy94","Endothelial",-0.219346705044292
"cy60_1_cd_45_pos_3_G11_S371_comb","Mel60","cy60","T_cell",-0.180438350287159
"CY89A_CD45_POS_6_G05_S173_comb","Mel89","CY89A","T_cell",-0.178178046485222
"cy82_CD45_pos_2_A02_S482_comb","Mel82","cy82","T_cell",-0.175459497847494
"CY88CD45_150813_H11_S383_comb","Mel88","CY88CD45","T_cell",-0.181769433626261
"Cy74_CD45_G06_S462_comb","Mel74","Cy74","T_cell",-0.29083025546256
"CY58_1_CD45_B04_S976_comb","Mel58","CY58","T_cell",-0.2395938036788
"CY58_1_CD45_F07_S1027_comb","Mel58","CY58","T_cell",-0.250904705979885
"cy79_p5_CD45_pos_PD1_pos_F11_S647_comb","Mel79","cy79","T_cell",-0.284995088493193
"cy58_1_CD45_pos_C03_S603_comb","Mel58","cy58","Endothelial",-0.253912135810102
"cy79_p4_CD45_pos_PD1_pos_B09_S309_comb","Mel79","cy79","T_cell",-0.23790516012349
"cy80_Cd45_pos_PD1_pos_S164_G08_S164_comb","Mel80","cy80","T_cell",-0.297478591364941
"cy80_Cd45_pos_Pd1_neg_S347_G11_S347_comb","Mel80","cy80","T_cell",-0.225745950702381
"Cy74_CD45_E09_S441_comb","Mel74","Cy74","NK",-0.17197391127293
"CY89A_CD45_POS_6_A12_S108_comb","Mel89","CY89A","NK",-0.235918273547342
"cy53_1_CD45_pos_1_A10_S10_comb","Mel53","cy53","NK",-0.248096281934815
"cy80_Cd45_pos_Pd1_neg_S249_C09_S249_comb","Mel80","cy80","T_cell",-0.152151765459133
"cy80_Cd45_pos_PD1_pos_A11_S23_comb","Mel80","cy80","T_cell",-0.29119547585086
"cy60_1_cd_45_pos_3_F11_S359_comb","Mel60","cy60","T_cell",-0.287426487468457
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A12_S396_comb","Mel79","cy79","T_cell",-0.162547069722028
"cy80_CD45_neg_A03_S387_comb","Mel80","cy80","T_cell",-0.200866472682397
"cy84_Met_CD45_pos_G09_S945_comb","Mel84","cy84","T_cell",-0.231378983427175
"cy79_p5_CD45_pos_PD1_pos_E11_S635_comb","Mel79","cy79","T_cell",-0.123345531023439
"cy80_CD45_pos_PD1_pos_F08_S164_comb","Mel80","cy80","T_cell",-0.314698082452115
"cy72_CD45_pos_C03_S891_comb","Mel72","cy72","Endothelial",-0.240983368255077
"cy79_p4_CD45_pos_PD1_pos_C07_S319_comb","Mel79","cy79","T_cell",-0.350575761256579
"cy79_p4_CD45_pos_PD1_pos_B04_S304_comb","Mel79","cy79","T_cell",-0.276728181590137
"CY89COREQ1_E12_S348_comb","Mel89","CY89COREQ1","T_cell",-0.167289928959063
"cy53_1_CD45_pos_1_G05_S77_comb","Mel53","cy53","T_cell",-0.0491091138939755
"cy79_p4_CD45_pos_PD1_pos_G09_S369_comb","Mel79","cy79","NK",-0.267221745028778
"cy72_CD45_pos_B05_S881_comb","Mel72","cy72","T_cell",-0.225987845053342
"CY94CD45POS_1_B03_S111_comb","Mel94","CY94CD45POS","T_cell",-0.246535584742941
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D06_S234_comb","Mel79","cy79","T_cell",-0.199242406859156
"cy80_Cd45_pos_Pd1_neg_S217_B01_S217_comb","Mel80","cy80","T_cell",-0.190156297597266
"cy79_p4_CD45_pos_PD1_pos_B02_S302_comb","Mel79","cy79","T_cell",-0.240062417430578
"cy74_CD45_pos_D04_S712_comb","Mel74","cy74","T_cell",-0.243973915001737
"cy58_1_CD45_pos_G08_S656_comb","Mel58","cy58","NK",-0.223381231831727
"cy58_1_CD45_pos_G12_S660_comb","Mel58","cy58","T_cell",-0.259236241890523
"CY89COREQ1_G05_S365_comb","Mel89","CY89COREQ1","CAF",-0.197621444286381
"cy74_CD45_pos_A03_S675_comb","Mel74","cy74","T_cell",-0.272366829620088
"cy72_CD45_pos_C01_S889_comb","Mel72","cy72","T_cell",-0.27130791440309
"cy88_cd_45_pos_3_B11_S599_comb","Mel88","cy88","T_cell",-0.126798178125914
"cy88_cd_45_pos_G11_S467_comb","Mel88","cy88","CAF",-0.141319944758624
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F07_S259_comb","Mel79","cy79","T_cell",-0.295902265961985
"CY75_1FNA_H03_S567_comb","Mel75","CY75","T_cell",-0.116392897731915
"cy80_CD45_pos_PD1_pos_D03_S135_comb","Mel80","cy80","T_cell",-0.233411118354164
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G12_S276_comb","Mel79","cy79","T_cell",-0.2312202206493
"cy60_1_cd_45_pos_4_B09_S21_comb","Mel60","cy60","T_cell",-0.233806776823724
"cy60_1_cd_45_pos_3_D06_S330_comb","Mel60","cy60","T_cell",-0.263993578817689
"CY84_PRIM_POS_ALL_8_B08_S116_comb","Mel84","CY84","T_cell",-0.258799893717848
"cy84_Met_CD45_pos_A04_S868_comb","Mel84","cy84","T_cell",-0.222342269806916
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C09_S417_comb","Mel79","cy79","T_cell",-0.197153424450831
"CY89A_CD45_POS_10_E11_S251_comb","Mel89","CY89A","T_cell",-0.238157530398871
"cy80_Cd45_pos_Pd1_neg_S344_G08_S344_comb","Mel80","cy80","T_cell",-0.249200047091313
"CY88CD45_150813_B05_S305_comb_7","Mel88","CY88CD45","NK",0.452911950836219
"cy79_p4_CD45_pos_PD1_pos_G10_S370_comb","Mel79","cy79","T_cell",-0.271933146313629
"cy84_Primary_CD45_pos_D09_S429_comb","Mel84","cy84","T_cell",-0.266439430141947
"CY94CD45POS_1_G01_S169_comb","Mel94","CY94CD45POS","T_cell",-0.220008929280352
"cy80_CD45_pos_PD1_pos_H02_S182_comb","Mel80","cy80","T_cell",-0.334322850754162
"cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D12_S1008_comb","Mel60","cy60","T_cell",-0.164565310964868
"cy88_cd_45_pos_3_H08_S668_comb","Mel88","cy88","Myeloid",-0.225291296269632
"Cy81_FNA_CD45_C04_S220_comb","Mel81","Cy81","NK",-0.265470734954888
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_A02_S194_comb","Mel79","cy79","T_cell",-0.258593304176453
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C12_S420_comb","Mel79","cy79","T_cell",-0.264618900782331
"cy79_p5_CD45_pos_PD1_pos_H03_S663_comb","Mel79","cy79","T_cell",-0.283503085697748
"cy58_1_CD45_pos_H03_S663_comb","Mel58","cy58","T_cell",-0.244753704383878
"cy84_Met_CD45_pos_A11_S875_comb","Mel84","cy84","B_cell",-0.209472353113308
"cy82_CD45_pos_1_E06_S534_comb","Mel82","cy82","NK",-0.214485589165113
"CY89A_Core_15_B07_S19_comb","Mel89","CY89A","NK",-0.228548894531987
"cy80_CD45_pos_PD1_pos_G09_S177_comb","Mel80","cy80","T_cell",-0.27226583894368
"cy94_cd45pos_C05_S125_comb","Mel94","cy94","B_cell",-0.280595787234795
"CY75_1FNA_G03_S555_comb","Mel75","CY75","Endothelial",-0.138345984447664
"CY89A_Core_15_A06_S6_comb","Mel89","CY89A","T_cell",-0.175857075157453
"cy82_CD45_pos_1_B09_S501_comb","Mel82","cy82","T_cell",-0.145183052232638
"cy88_cd_45_pos_D02_S422_comb","Mel88","cy88","T_cell",-0.141659743876795
"cy80_CD45_pos_PD1_pos_D06_S138_comb","Mel80","cy80","Endothelial",-0.194093816590919
"cy79_p4_CD45_pos_PD1_pos_H09_S381_comb","Mel79","cy79","NK",-0.143724338405933
"cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F07_S451_comb","Mel79","cy79","T_cell",-0.232859039704964
"cy84_Primary_CD45_pos_G07_S463_comb","Mel84","cy84","T_cell",-0.217860230361299
"cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F11_S263_comb","Mel79","cy79","T_cell",-0.289030636389567
"cy80_Cd45_pos_PD1_pos_C09_S69_comb","Mel80","cy80","Endothelial",-0.208127895780323
"CY89COREQ1_D07_S331_comb","Mel89","CY89COREQ1","T_cell",-0.316540171871173
